Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
24,112,2,,"March 1, 2012,  11:31 AM",On the Motion to Table S.Amdt. 1520 to S.Amdt. 1730 to S. 1813 (MAP-21),Motion to Table Blunt Amdt. No. 1520,To amend the Patient Protection and Affordable Care Act to protect rights of conscience with regard to requirements for coverage of specific items and services.,Motion to Table Agreed to (51-48),'1/2',1,45,0,1,48,3,0,0,2,0,0,0,51,48,0,1,
25,112,2,,"March 6, 2012,  12:20 PM",On the Cloture Motion S.Amdt. 1761 to S. 1813 (MAP-21),Motion to Invoke Cloture on the Reid Amdt No. 1761 to S. 1813,Of a perfecting nature.,"Cloture Motion Rejected (52-44, 3/5 majority required)",'3/5',2,43,0,2,48,1,0,2,2,0,0,0,52,44,0,4,
26,112,2,PN634,"March 6, 2012,  02:17 PM",On the Nomination PN634,"Confirmation Mary Elizabeth Phillips, of Missouri, to be U.S. District Judge","Mary Elizabeth Phillips, of Missouri, to be United States District Judge for the Western District of Missouri",Nomination Confirmed (95-2),'1/2',43,2,0,2,50,0,0,1,2,0,0,0,95,2,0,3,
27,112,2,PN736,"March 6, 2012,  02:43 PM",On the Nomination PN736,"Confirmation Thomas Owen Rice, of Washington, to be U.S. District Judge","Thomas Owen Rice, of Washington, to be United States District Judge for the Eastern District of Washington",Nomination Confirmed (93-4),'1/2',41,4,0,2,50,0,0,1,2,0,0,0,93,4,0,3,
28,112,2,,"March 8, 2012,  02:03 PM",On the Amendment S.Amdt. 1535 to S. 1813 (MAP-21),Vitter Amdt. No. 1535,To provide for an extension of the Draft Proposed Outer Continental Shelf Oil and Gas Leasing Program 2010-2015.,"Amendment Rejected (43-55, 3/5 majority required)",'3/5',40,5,0,2,3,48,0,0,0,2,0,0,43,55,0,2,
29,112,2,,"March 8, 2012,  02:28 PM",On the Amendment S.Amdt. 1825 to S. 1813 (MAP-21),Baucus Amdt. No. 1825,"To reauthorize for 1 year the Secure Rural Schools and Community Self-Determination Act of 2000 and to provide full funding for the Payments in Lieu of Taxes program for 1 year, and for other purposes.","Amendment Agreed to (82-16, 3/5 majority required)",'3/5',36,9,0,2,45,6,0,0,1,1,0,0,82,16,0,2,
30,112,2,,"March 8, 2012,  02:48 PM",On the Amendment S.Amdt. 1660 to S. 1813 (MAP-21),Collins Amdt. No. 1660,"To provide additional time for the Administrator of the Environmental Protection Agency to issue achievable standards for industrial, commercial, and institutional boilers, process heaters, and incinerators.","Amendment Rejected (52-46, 3/5 majority required)",'3/5',44,1,0,2,8,43,0,0,0,2,0,0,52,46,0,2,
31,112,2,,"March 8, 2012,  03:05 PM",On the Amendment S.Amdt. 1738 to S. 1813 (MAP-21),Coburn Amdt. No. 1738,To prevent the creation of duplicative and overlapping Federal programs.,"Amendment Rejected (52-46, 3/5 majority required)",'3/5',45,0,0,2,7,44,0,0,0,2,0,0,52,46,0,2,
32,112,2,,"March 8, 2012,  03:24 PM",On the Amendment S.Amdt. 1822 to S. 1813 (MAP-21),Nelson (FL) Amdt. No. 1822,"To provide for the restoration of the natural resources, ecosystems, fisheries, marine and wildlife habitats, beaches, and coastal wetlands of Gulf Coast States and to provide funding for the Land and Water Conservation Fund.","Amendment Agreed to (76-22, 3/5 majority required)",'3/5',23,22,0,2,51,0,0,0,2,0,0,0,76,22,0,2,
33,112,2,,"March 8, 2012,  03:45 PM",On the Amendment S.Amdt. 1817 to S. 1813 (MAP-21),Wyden Amdt. No. 1817,"To ensure the expeditious processing of Keystone XL permit applications consistent with current law, prohibit the export of crude oil produced in Canada and transported by the Keystone XL pipeline and related facilities unless the prohibition is waived by the President, and require the use of United States iron, steel, and manufactured goods in the construction of the Keystone XL pipeline and related facilities with certain exceptions.","Amendment Rejected (33-65, 3/5 majority required)",'3/5',0,45,0,2,32,19,0,0,1,1,0,0,33,65,0,2,
34,112,2,,"March 8, 2012,  04:04 PM",On the Amendment S.Amdt. 1537 to S. 1813 (MAP-21),Hoeven Amdt. No. 1537,To approve the Keystone XL pipeline project and provide for environmental protection and government oversight.,"Amendment Rejected (56-42, 3/5 majority required)",'3/5',45,0,0,2,11,40,0,0,0,2,0,0,56,42,0,2,
35,112,2,S. 1813,"March 8, 2012,  04:24 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: S.1813),Motion to Waive All Applicable Budgetary Discipline Re: S.1813,"A bill to reauthorize Federal-aid highway and highway safety construction programs, and for other purposes.","Motion Agreed to (66-31, 3/5 majority required)",'3/5',14,30,0,3,50,1,0,0,2,0,0,0,66,31,0,3,
36,112,2,,"March 13, 2012,  12:04 PM",On the Amendment S.Amdt. 1756 to S. 1813 (MAP-21),DeMint Amdt. No. 1756,To return to the individual States maximum discretionary authority and fiscal responsibility for all elements of the national surface transportation systems that are not within the direct purview of the Federal Government.,Amendment Rejected (30-67),'1/2',30,15,0,2,0,50,0,1,0,2,0,0,30,67,0,3,
37,112,2,,"March 13, 2012,  12:30 PM",On the Amendment S.Amdt. 1759 to S. 1813 (MAP-21),Bingaman Amdt. No. 1759,To remove privatized highways from consideration in apportioning highway funding among States.,Amendment Agreed to (50-47),'1/2',6,39,0,2,42,8,0,1,2,0,0,0,50,47,0,3,
38,112,2,,"March 13, 2012,  02:21 PM",On the Amendment S.Amdt. 1826 to S. 1813 (MAP-21),Roberts Amdt. No. 1826 As Modified,Of a perfecting nature.,"Amendment Rejected (41-57, 3/5 majority required)",'3/5',38,7,0,2,3,48,0,0,0,2,0,0,41,57,0,2,
39,112,2,,"March 13, 2012,  02:49 PM",On the Amendment S.Amdt. 1812 to S. 1813 (MAP-21),Stabenow Amdt. No. 1812 As Modified,To prevent a tax increase on American businesses and to provide certainty to job creators by extending certain expiring tax credits relating to energy.,"Amendment Rejected (49-49, 3/5 majority required)",'3/5',0,45,0,2,47,4,0,0,2,0,0,0,49,49,0,2,
40,112,2,,"March 13, 2012,  03:09 PM",On the Amendment S.Amdt. 1589 to S. 1813 (MAP-21),DeMint Amdt. No. 1589,To amend the Internal Revenue Code of 1986 to terminate certain energy tax subsidies and lower the corporate income tax rate.,"Amendment Rejected (26-72, 3/5 majority required)",'3/5',26,19,0,2,0,51,0,0,0,2,0,0,26,72,0,2,
41,112,2,,"March 13, 2012,  03:29 PM",On the Amendment S.Amdt. 1782 to S. 1813 (MAP-21),Menendez Amdt. No. 1782,"To amend the Internal Revenue Code of 1986 to modify certain tax credits relating to energy, and for other purposes.","Amendment Rejected (51-47, 3/5 majority required)",'3/5',6,39,0,2,44,7,0,0,1,1,0,0,51,47,0,2,
42,112,2,,"March 13, 2012,  03:48 PM",On the Amendment S.Amdt. 1517 to S. 1813 (MAP-21),Coats Amdt. No. 1517,To modify the apportionment formula to ensure that the percentage of apportioned funds received by a State is the same as the percentage of total gas taxes paid by the State.,Amendment Rejected (28-70),'1/2',24,21,0,2,4,47,0,0,0,2,0,0,28,70,0,2,
43,112,2,,"March 13, 2012,  04:24 PM",On the Amendment S.Amdt. 1736 to S. 1813 (MAP-21),Portman Amdt. No. 1736,To free States to spend gas taxes on their transportation priorities.,Amendment Rejected (30-68),'1/2',30,15,0,2,0,51,0,0,0,2,0,0,30,68,0,2,
44,112,2,,"March 13, 2012,  04:44 PM","On the Motion (Motion to Waive All Applicable Budgetary Provisions Re: Corker Amdt. No. 1785, As Modified)","Motion to Waive All Applicable Budgetary Provisions Re: Corker Amdt. No. 1785, As Modified","To lower the FY13 discretionary budget authority cap as set in the Balanced Budget and Emergency Deficit Control Act of 1985 by $11,000,000,000 in order to offset the general fund transfers to the Highway Trust Fund.","Motion Rejected (40-58, 3/5 majority required)",'3/5',40,5,0,2,0,51,0,0,0,2,0,0,40,58,0,2,
45,112,2,,"March 13, 2012,  05:08 PM",On the Amendment S.Amdt. 1742 to S. 1813 (MAP-21),Portman Amdt. No. 1742,To allow States to permit nonhighway uses in rest areas along any highway.,Amendment Rejected (12-86),'1/2',9,36,0,2,2,49,0,0,1,1,0,0,12,86,0,2,
46,112,2,,"March 14, 2012,  11:38 AM",On the Amendment S.Amdt. 1816 to S.Amdt. 1761 to S. 1813 (MAP-21),Boxer Amdt. No. 1816,"To express the sense of the Senate that Federal agencies should ensure that all applicable environmental reviews, approvals, licensing, and permit requirements under Federal law are completed on an expeditious basis after a disaster or emergency.",Amendment Agreed to (76-20),'1/2',24,20,0,3,50,0,0,1,2,0,0,0,76,20,0,4,
47,112,2,,"March 14, 2012,  12:10 PM",On the Motion (Motion to Waive All Applicable Budgetary Disciple Re: Paul Amdt. No. 1556),Motion to Waive All Applicable Budgetary Disciple Re: Paul Amdt. No. 1556,To permit emergency exemptions from compliance with certain laws for highway construction projects.,"Motion Rejected (42-54, 3/5 majority required)",'3/5',41,3,0,3,1,49,0,1,0,2,0,0,42,54,0,4,
48,112,2,S. 1813,"March 14, 2012,  12:38 PM",On Passage of the Bill S. 1813,S. 1813 As Amended,"A bill to reauthorize Federal-aid highway and highway safety construction programs, and for other purposes.",Bill Passed (74-22),'1/2',22,22,0,3,50,0,0,1,2,0,0,0,74,22,0,4,
49,112,2,PN566,"March 15, 2012,  02:02 PM",On the Nomination PN566,"Confirmation Gina Marie Groh, of West Virginia, to be U.S. District Judge","Gina Marie Groh, of West Virginia, to be United States District Judge for the Northern District of West Virginia",Nomination Confirmed (95-2),'1/2',42,2,0,3,51,0,0,0,2,0,0,0,95,2,0,3,
50,112,2,PN786,"March 15, 2012,  02:23 PM",On the Nomination PN786,"Confirmation Michael Walter Fitzgerald, of California, to be U.S. District Judge","Michael Walter Fitzgerald, of California, to be United States District Judge for the Central District of California",Nomination Confirmed (91-6),'1/2',38,6,0,3,51,0,0,0,2,0,0,0,91,6,0,3,
51,112,2,,"March 20, 2012,  04:06 PM",On the Cloture Motion S.Amdt. 1833 to H.R. 3606 (Reopening American Capital Markets to Emerging Growth Companies Act of 2011),Motion to Invoke Cloture on the Reed Amdt. No. 1833,In the nature of a substitute.,"Cloture Motion Rejected (54-45, 3/5 majority required)",'3/5',1,45,0,1,51,0,0,0,2,0,0,0,54,45,0,1,
52,112,2,,"March 20, 2012,  04:41 PM",On the Cloture Motion S.Amdt. 1836 to H.R. 3606 (Reopening American Capital Markets to Emerging Growth Companies Act of 2011),Motion to Invoke Cloture on the Cantwell Amdt. No. 1836,To reauthorize the Export-Import Bank of the United States.,"Cloture Motion Rejected (55-44, 3/5 majority required)",'3/5',3,43,0,1,51,0,0,0,1,1,0,0,55,44,0,1,
53,112,2,H.R. 3606,"March 21, 2012,  10:44 AM",On the Cloture Motion H.R. 3606,Motion to Invoke Cloture on H.R. 3606,A bill to increase American job creation and economic growth by improving access to the public capital markets for emerging growth companies.,"Cloture Motion Agreed to (76-22, 3/5 majority required)",'3/5',45,0,0,2,30,21,0,0,1,1,0,0,76,22,0,2,
54,112,2,,"March 22, 2012,  12:33 PM",On the Amendment S.Amdt. 1884 to H.R. 3606 (Reopening American Capital Markets to Emerging Growth Companies Act of 2011),Merkley Amdt. No. 1884,"To amend the securities laws to provide for registration exemptions for certain crowdfunded securities, and for other purposes.",Amendment Agreed to (64-35),'1/2',12,34,0,1,50,1,0,0,2,0,0,0,64,35,0,1,
55,112,2,H.R. 3606,"March 22, 2012,  12:59 PM",On Passage of the Bill H.R. 3606,H.R. 3606 As Amended,A bill to increase American job creation and economic growth by improving access to the public capital markets for emerging growth companies.,Bill Passed (73-26),'1/2',46,0,0,1,26,25,0,0,1,1,0,0,73,26,0,1,
56,112,2,S. 2038,"March 22, 2012,  01:23 PM",On the Cloture Motion S. 2038,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to S.2038,"An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.","Cloture Motion Agreed to (96-3, 3/5 majority required)",'3/5',43,3,0,1,51,0,0,0,2,0,0,0,96,3,0,1,
57,112,2,PN735,"March 22, 2012,  01:45 PM",On the Nomination PN735,"Confirmation David Nuffer, of Utah, to be United States District Judge for the District of Utah","David Nuffer, of Utah, to be United States District Judge for the District of Utah",Nomination Confirmed (96-2),'1/2',43,2,0,2,51,0,0,0,2,0,0,0,96,2,0,2,
58,112,2,PN857,"March 22, 2012,  02:03 PM",On the Nomination PN857,"Confirmation Ronnie Abrams, of New York, to be U.S. District Judge for the Southern District of New York","Ronnie Abrams, of New York, to be United States District Judge for the Southern District of New York",Nomination Confirmed (96-2),'1/2',43,2,0,2,51,0,0,0,2,0,0,0,96,2,0,2,
59,112,2,S. 2204,"March 26, 2012,  05:31 PM",On the Cloture Motion S. 2204,Motion to Invoke Cloture on the Motion to Proceed to Consider S.2204,A bill to eliminate unnecessary tax subsidies and promote renewable energy and energy conservation.,"Cloture Motion Agreed to (92-4, 3/5 majority required)",'3/5',43,1,0,3,47,3,0,1,2,0,0,0,92,4,0,4,
60,112,2,S. 1789,"March 27, 2012,  03:47 PM",On the Cloture Motion S. 1789,Motion to Invoke Cloture on the Motion to Proceed to Consider S.1789,"A bill to improve, sustain, and transform the United States Postal Service.","Cloture Motion Rejected (51-46, 3/5 majority required)",'3/5',5,39,0,3,44,7,0,0,2,0,0,0,51,46,0,3,
61,112,2,PN865,"March 28, 2012,  05:33 PM",On the Nomination PN865,"Confirmation Miranda Du, of Nevada, to be U.S. District Judge","Miranda Du, of Nevada, to be United States District Judge for the District of Nevada",Nomination Confirmed (59-39),'1/2',6,39,0,2,51,0,0,0,2,0,0,0,59,39,0,2,
62,112,2,PN633,"March 28, 2012,  05:58 PM",On the Nomination PN633,"Confirmation Susie Morgan, of Louisiana, to be U.S. District Judge","Susie Morgan, of Louisiana, to be United States District Judge for the Eastern District of Louisiana",Nomination Confirmed (96-1),'1/2',43,1,0,3,51,0,0,0,2,0,0,0,96,1,0,3,
63,112,2,S. 2204,"March 29, 2012,  11:16 AM",On the Cloture Motion S. 2204,Motion to Invoke Cloture on S.2204,A bill to eliminate unnecessary tax subsidies and promote renewable energy and energy conservation.,"Cloture Motion Rejected (51-47, 3/5 majority required)",'3/5',2,43,0,2,47,4,0,0,2,0,0,0,51,47,0,2,
64,112,2,PN919,"April 16, 2012,  05:32 PM",On the Nomination PN919,"Confirmation Stephanie Dawn Thacker, of West Virginia, to be U.S. Circuit Judge for the Fourth Circuit","Stephanie Dawn Thacker, of West Virginia, to be United States Circuit Judge for the Fourth Circuit",Nomination Confirmed (91-3),'1/2',41,3,0,3,49,0,0,2,1,0,0,1,91,3,0,6,
65,112,2,S. 2230,"April 16, 2012,  06:05 PM",On Cloture on the Motion to Proceed S. 2230,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2230,A bill to reduce the deficit by imposing a minimum effective tax rate for high-income taxpayers.,"Cloture on the Motion to Proceed Rejected (51-45, 3/5 majority required)",'3/5',1,44,0,2,49,1,0,1,1,0,0,1,51,45,0,4,
66,112,2,S. 1789,"April 17, 2012,  11:17 AM",On Cloture on the Motion to Proceed S. 1789,Upon Reconsideration Motion to Invoke Cloture on the Motion to Proceed to Consider S. 1789,"A bill to improve, sustain, and transform the United States Postal Service.","Cloture on the Motion to Proceed Agreed to (74-22, 3/5 majority required)",'3/5',27,18,0,2,45,4,0,2,2,0,0,0,74,22,0,4,
67,112,2,PN986,"April 23, 2012,  05:31 PM",On the Nomination PN986,"Confirmation Brian C. Wimes, of Missouri, to be U.S. District Judge for the Eastern and Western Districts of Missouri","Brian C. Wimes, of Missouri, to be United States District Judge for the Eastern and Western Districts of Missouri",Nomination Confirmed (92-1),'1/2',41,1,0,5,49,0,0,2,2,0,0,0,92,1,0,7,
68,112,2,S.J.Res. 36,"April 24, 2012,  02:16 PM",On the Motion to Proceed S.J.Res. 36,Motion to Proceed to Consider S. J. Res. 36,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation election procedures.",Motion to Proceed Rejected (45-54),'1/2',45,1,0,1,0,51,0,0,0,2,0,0,45,54,0,1,
69,112,2,,"April 24, 2012,  03:07 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 2000 As Modified),Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 2000 As Modified,In the nature of a substitute.,"Motion Agreed to (62-37, 3/5 majority required)",'3/5',9,37,0,1,51,0,0,0,2,0,0,0,62,37,0,1,
70,112,2,,"April 24, 2012,  03:38 PM",On the Amendment S.Amdt. 2033 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),McCain Amdt. No. 2033,To establish the Commission on Postal Reorganization.,"Amendment Rejected (30-69, 3/5 majority required)",'3/5',30,16,0,1,0,51,0,0,0,2,0,0,30,69,0,1,
71,112,2,,"April 24, 2012,  04:08 PM",On the Amendment S.Amdt. 2061 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Coburn Amdt. No. 2061 As Modified,To achieve long-term cost-savings by allowing the Postmaster General to reduce the postal workforce through mandatory retirements for eligible employees.,"Amendment Rejected (33-65, 3/5 majority required)",'3/5',33,12,0,2,0,51,0,0,0,2,0,0,33,65,0,2,
72,112,2,,"April 24, 2012,  04:38 PM",On the Amendment S.Amdt. 2043 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Udall (NM) Amdt. No. 2043,"To strike the limitations on changes to mail delivery schedule, with an offset.","Amendment Rejected (43-56, 3/5 majority required)",'3/5',1,45,0,1,41,10,0,0,1,1,0,0,43,56,0,1,
73,112,2,,"April 24, 2012,  05:03 PM",On the Amendment S.Amdt. 2034 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Akaka Amdt. No. 2034,To provide appropriate workers compensation for Federal employees.,"Amendment Rejected (46-53, 3/5 majority required)",'3/5',1,45,0,1,44,7,0,0,1,1,0,0,46,53,0,1,
74,112,2,,"April 24, 2012,  05:27 PM",On the Amendment S.Amdt. 2083 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Corker Amdt. No. 2083,To improve the bill.,"Amendment Rejected (29-70, 3/5 majority required)",'3/5',29,17,0,1,0,51,0,0,0,2,0,0,29,70,0,1,
75,112,2,,"April 24, 2012,  05:50 PM",On the Amendment S.Amdt. 2049 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Akaka Amdt. No. 2049,"To allow supervisory and other managerial organizations to participate in the planning and development of changes in, or termination of, pay policies and schedules and fringe benefit programs.","Amendment Rejected (57-42, 3/5 majority required)",'3/5',4,42,0,1,51,0,0,0,2,0,0,0,57,42,0,1,
