Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
14,R,109,H RES 23,1-Feb-2005,6:56 PM,On Motion to Suspend the Rules and Agree,Honoring the contributions of Catholic schools,Passed,218,0,0,13,189,0,0,12,1,0,0,0,408,0,0,25
15,R,109,H R 120,1-Feb-2005,7:13 PM,On Motion to Suspend the Rules and Pass,"To designate the facility of the United States Postal Service located at 30777 Rancho California Road at Temecula, California, as the “Dalip Singh Saund Post Office Building”",Passed,221,0,0,10,188,0,0,13,1,0,0,0,410,0,0,23
16,R,109,H CON RES 36,2-Feb-2005,2:24 PM,On Agreeing to the Resolution,Expressing the continued support of Congress for equal access of military recruiters to institutions of higher education,Passed,223,0,0,8,104,83,0,14,0,1,0,0,327,84,0,22
17,R,109,H RES 56,2-Feb-2005,2:34 PM,On Motion to Suspend the Rules and Agree,"Commending the Palestinian people for conducting a free and fair presidential election on January 9, 2005, and for other purposes",Passed,223,1,0,7,191,0,0,10,1,0,0,0,415,1,0,17
18,R,109,H RES 57,2-Feb-2005,2:42 PM,On Motion to Suspend the Rules and Agree,Expressing the strong concern of the House of Representatives that the European Union may end its embargo against the People’s Republic of China,Passed,220,1,0,10,190,2,0,9,1,0,0,0,411,3,0,19
19,R,109,H RES 60,2-Feb-2005,2:52 PM,On Agreeing to the Resolution,"Relating to the free election in Iraq held on January 30, 2005",Passed,223,1,0,8,180,8,3,10,1,0,0,0,404,9,3,18
20,R,109,H RES 46,8-Feb-2005,6:56 PM,On Motion to Suspend the Rules and Agree,Supporting the goals and ideals of National Mentoring Month,Passed,227,0,0,5,186,0,0,15,1,0,0,0,414,0,0,20
21,R,109,H R 315,8-Feb-2005,7:07 PM,On Motion to Suspend the Rules and Pass,"To designate the United States courthouse at 300 North Hogan Street, Jacksonville, Florida, as the “John Milton Bryan Simpson United States Courthouse”",Passed,225,0,0,6,186,0,0,15,1,0,0,0,412,0,0,21
22,R,109,H R 548,8-Feb-2005,7:24 PM,On Motion to Suspend the Rules and Pass,"To designate the Federal building and United States courthouse located at 200 West 2nd Street in Dayton, Ohio, as the “Tony Hall Federal Building and United States Courthouse”",Passed,220,0,0,11,183,0,0,18,1,0,0,0,404,0,0,29
23,R,109,H RES 71,9-Feb-2005,12:53 PM,On Consideration of the Resolution,"Providing for consideration of the bill (H.R. 418) to establish and rapidly implement regulations for State driver’s license and identification document security standards, to prevent terrorists from abusing the asylum laws of the United States, to unify terrorism-related grounds for inadmissibility and removal, and ..",Passed,227,0,0,4,1,190,0,10,0,1,0,0,228,191,0,14
24,R,109,H CON RES 6,9-Feb-2005,5:15 PM,On Motion to Suspend the Rules and Agree,"Expressing the sense of the Congress that the Department of Defense should continue to exercise its statutory authority to support the activities of the Boy Scouts of America, in particular the periodic national and world Boy Scout Jamborees",Passed,229,0,0,2,188,7,0,6,1,0,0,0,418,7,0,8
25,R,109,H CON RES 26,9-Feb-2005,5:24 PM,On Motion to Suspend the Rules and Agree,"Honoring the Tuskegee Airmen for their bravery in fighting for our freedom in World War II, and for their contribution in creating an integrated United States Air Force",Passed,228,0,0,3,194,0,0,7,1,0,0,0,423,0,0,10
26,R,109,H CON RES 30,9-Feb-2005,5:30 PM,"On Motion to Suspend the Rules and Agree, as Amended",Supporting the goals and ideals of National Black HIV/AIDS Awareness Day,Passed,227,0,0,4,194,0,0,7,1,0,0,0,422,0,0,11
27,R,109,H RES 75,10-Feb-2005,11:46 AM,On Agreeing to the Resolution,"Providing for further consideration of H.R. 418, REAL ID Act",Passed,228,0,0,3,0,197,0,4,0,1,0,0,228,198,0,7
28,R,109,H R 418,10-Feb-2005,1:55 PM,On Agreeing to the Amendment,None,Failed,10,216,0,5,174,20,0,7,1,0,0,0,185,236,0,12
29,R,109,H R 418,10-Feb-2005,2:05 PM,On Agreeing to the Amendment,None,Failed,8,220,0,3,170,23,0,8,1,0,0,0,179,243,0,11
30,R,109,H R 418,10-Feb-2005,2:32 PM,On Motion to Recommit with Instructions,REAL ID Act,Failed,2,227,0,2,192,2,0,7,1,0,0,0,195,229,0,9
31,R,109,H R 418,10-Feb-2005,2:41 PM,On Passage,REAL ID Act,Passed,219,8,0,4,42,152,0,7,0,1,0,0,261,161,0,11
32,R,109,H CON RES 25,15-Feb-2005,6:55 PM,On Motion to Suspend the Rules and Agree,"Recognizing the contributions of Jibreel Khazan (Ezell Blair, Jr.), David Richmond, Joseph McNeil, and Franklin McCain, the “Greensboro Four”, to the civil rights movement",Passed,228,0,0,3,195,0,0,6,1,0,0,0,424,0,0,9
33,R,109,H R 324,15-Feb-2005,7:13 PM,On Motion to Suspend the Rules and Pass,Arthur Stacey Mastrapa Post Office Building,Passed,228,0,0,3,191,0,0,10,1,0,0,0,420,0,0,13
34,R,109,H RES 95,16-Feb-2005,12:42 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 310) to increase the penalties for violations by television and radio broadcasters of the prohibitions against the transmission of obscene, indecent, and profane material, and for other purposes",Passed,229,0,0,2,1,197,0,3,0,1,0,0,230,198,0,5
35,R,109,H R 310,16-Feb-2005,2:00 PM,On Passage,Broadcast Decency Enforcement Act,Passed,228,1,0,2,161,36,0,4,0,1,0,0,389,38,0,6
36,R,109,S 5,17-Feb-2005,1:08 PM,On Agreeing to the Amendment,None,Failed,0,228,0,4,177,19,0,5,1,0,0,0,178,247,0,9
37,R,109,S 5,17-Feb-2005,1:41 PM,On Motion to Commit with Instructions,Class Action Fairness Act,Failed,0,227,0,5,174,22,0,5,1,0,0,0,175,249,0,10
38,R,109,S 5,17-Feb-2005,1:49 PM,On Passage,Class Action Fairness Act,Passed,229,1,0,2,50,147,0,4,0,1,0,0,279,149,0,6
39,R,109,H RES 91,17-Feb-2005,1:57 PM,"On Motion to Suspend the Rules and Agree, as Amended",Honoring the life and legacy of former Lebanese Prime Minister Rafik Hariri.,Passed,222,0,0,9,187,0,0,14,0,0,0,1,409,0,0,24
40,R,109,H CON RES 5,1-Mar-2005,6:54 PM,"On Motion to Suspend the Rules and Agree, as Amended","Providing for the acceptance of a statue of Sarah Winnemucca, presented by the people of Nevade, for placement in National Statuary Hall, and for other purposes",Passed,226,0,0,5,191,0,0,10,1,0,0,0,418,0,0,15
41,R,109,H CON RES 63,1-Mar-2005,7:11 PM,On Motion to Suspend the Rules and Agree,Permitting the use of the rotunda of the Capitol for a ceremony as part of the commemoration of the days of remembrance of victims of the Holocaust,Passed,226,0,0,5,189,0,0,12,1,0,0,0,416,0,0,17
42,R,109,H RES 126,2-Mar-2005,3:45 PM,On Agreeing to the Resolution,"Providing for the consideration of H.R. 27, Job Training Improvement Act",Passed,226,0,0,5,1,191,0,9,0,0,0,1,227,191,0,15
43,R,109,H R 912,2-Mar-2005,3:57 PM,On Motion to Suspend the Rules and Pass,Humanitarian Assistance Code of Conduct Act,Passed,226,0,0,5,190,0,1,10,0,0,0,1,416,0,1,16
44,R,109,H R 27,2-Mar-2005,6:45 PM,On Agreeing to the Amendment,None,Failed,5,222,0,4,194,0,0,7,1,0,0,0,200,222,0,11
45,R,109,H R 27,2-Mar-2005,6:53 PM,On Agreeing to the Amendment,None,Failed,8,219,0,4,193,2,0,6,1,0,0,0,202,221,0,10
46,R,109,H R 27,2-Mar-2005,7:03 PM,On Agreeing to the Amendment,None,Failed,3,225,0,3,182,14,0,5,1,0,0,0,186,239,0,8
47,R,109,H R 27,2-Mar-2005,7:33 PM,On Motion to Recommit with Instructions,Job Training Improvement Act,Failed,0,228,0,3,196,0,0,5,1,0,0,0,197,228,0,8
48,R,109,H R 27,2-Mar-2005,7:42 PM,On Passage,Job Training Improvement Act,Passed,220,8,0,3,4,191,0,6,0,1,0,0,224,200,0,9
49,R,109,H R 841,3-Mar-2005,1:14 PM,On Agreeing to the Amendment,None,Failed,1,225,0,5,190,4,0,7,1,0,0,0,192,229,0,12
50,R,109,H R 841,3-Mar-2005,1:25 PM,On Agreeing to the Amendment,None,Failed,1,226,0,4,181,13,0,7,1,0,0,0,183,239,0,11
51,R,109,H R 841,3-Mar-2005,2:04 PM,On Motion to Recommit with Instructions,Continuity in Representation Act,Failed,0,223,0,9,195,0,0,6,1,0,0,0,196,223,0,15
52,R,109,H R 841,3-Mar-2005,2:41 PM,On Passage,Continuity in Representation Act,Passed,206,3,0,23,122,65,0,14,1,0,0,0,329,68,0,37
53,R,109,JOURNAL,8-Mar-2005,7:04 PM,On Approving the Journal,None,Passed,220,8,0,3,157,21,0,23,1,0,0,0,378,29,0,26
54,R,109,H RES 133,8-Mar-2005,7:16 PM,"On Motion to Suspend the Rules and Agree, As Amended","Providing for amounts from the applicable accounts of the House of Representatives for continuing expenses of standing and select committees of the House from April 1, 2005 through April 30, 2005",Passed,228,0,0,3,178,0,0,23,0,0,0,1,406,0,0,27
55,R,109,H RES 122,8-Mar-2005,7:33 PM,On Motion to Suspend the Rules and Agree,Expressing the sense of the House of Representatives regarding the study of languages and supporting the designation of a Year of Languages,Passed,223,0,0,8,173,0,0,28,0,0,0,1,396,0,0,37
56,R,109,H R 3,9-Mar-2005,2:41 PM,On Agreeing to the Amendment,None,Failed,185,43,0,3,13,182,0,6,0,1,0,0,198,226,0,9
57,R,109,H R 3,9-Mar-2005,2:51 PM,On Agreeing to the Amendment,None,Agreed to,214,14,0,3,43,152,0,6,0,1,0,0,257,167,0,9
58,R,109,H R 3,9-Mar-2005,4:39 PM,On Agreeing to the Amendment,None,Agreed to,201,25,0,5,34,159,0,8,1,0,0,0,236,184,0,13
59,R,109,H R 3,9-Mar-2005,4:49 PM,On Agreeing to the Amendment,None,Failed,134,92,0,5,21,172,0,8,0,1,0,0,155,265,0,13
60,R,109,H R 3,9-Mar-2005,4:58 PM,On Agreeing to the Amendment,None,Agreed to,203,22,0,7,15,178,0,8,0,1,0,0,218,201,0,15
61,R,109,JOURNAL,10-Mar-2005,10:28 AM,On Approving the Journal,None,Passed,206,10,1,14,159,29,0,13,0,0,0,1,365,39,1,28
62,R,109,H R 3,10-Mar-2005,2:03 PM,On Agreeing to the Amendment,None,Agreed to,214,11,0,6,10,189,0,3,0,1,0,0,224,201,0,9
63,R,109,H R 3,10-Mar-2005,2:11 PM,On Agreeing to the Amendment,None,Agreed to,159,67,0,5,69,129,0,4,0,1,0,0,228,197,0,9
64,R,109,H R 3,10-Mar-2005,2:41 PM,On Motion to Recommit with Instructions,Transportation Equity Act: A Legacy for Users,Failed,0,227,0,5,189,8,0,5,1,0,0,0,190,235,0,10
65,R,109,H R 3,10-Mar-2005,2:51 PM,On Passage,Transportation Equity Act: A Legacy for Users,Passed,218,9,0,5,198,0,0,4,1,0,0,0,417,9,0,9
66,R,109,H RES 135,14-Mar-2005,6:57 PM,On Motion to Suspend the Rules and Agree,House Democracy Assistance Commission Resolution,Passed,208,1,0,22,177,1,0,24,1,0,0,0,386,2,0,46
67,R,109,H RES 101,14-Mar-2005,7:05 PM,"On Motion to Suspend the Rules and Agree, as Amended",Urging the European Union to add Hezbollah to the European Union’s wide-ranging list of terrorist organizations,Passed,208,1,0,22,171,2,5,24,1,0,0,0,380,3,5,46
68,R,109,S 384,14-Mar-2005,7:22 PM,On Motion to Suspend the Rules and Pass,To extend the existence of the Nazi War Crimes and Japanese Imperial Government Records Interagency Working Group for 2 years,Passed,211,0,0,20,179,0,0,23,1,0,0,0,391,0,0,43
69,R,109,H RES 151,15-Mar-2005,11:44 AM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 1268) making emergency supplemental appropriations for the fiscal year ending September 30, 2005, and for other purposes",Passed,220,1,0,10,0,193,0,9,0,1,0,0,220,195,0,19
70,R,109,H RES 153,15-Mar-2005,12:17 PM,On Motion to Table,None,Passed,223,1,0,7,0,192,0,10,0,1,0,0,223,194,0,17
71,R,109,H R 1268,15-Mar-2005,4:02 PM,Sustain the Ruling of the Chair,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2005, and for other purposes",Passed,223,0,0,8,1,199,0,2,0,1,0,0,224,200,0,10
72,R,109,H R 1268,15-Mar-2005,5:29 PM,On Agreeing to the Amendment,None,Failed,0,226,0,5,190,10,0,2,1,0,0,0,191,236,0,7
73,R,109,H R 1268,15-Mar-2005,5:38 PM,On Agreeing to the Amendment,None,Agreed to,119,107,0,5,138,63,0,1,1,0,0,0,258,170,0,6
74,R,109,H R 1268,15-Mar-2005,5:52 PM,On Agreeing to the Amendment,None,Failed,39,187,0,5,156,44,0,2,1,0,0,0,196,231,0,7
75,R,109,H R 1268,16-Mar-2005,11:22 AM,On Agreeing to the Amendment,None,Agreed to,222,2,3,4,197,0,0,5,1,0,0,0,420,2,3,9
76,R,109,H R 1268,16-Mar-2005,11:53 AM,On Motion to Recommit with Instructions,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2005, and for other purposes",Failed,2,226,0,3,197,3,0,2,1,0,0,0,200,229,0,5
77,R,109,H R 1268,16-Mar-2005,12:01 PM,On Passage,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2005, and for other purposes",Passed,226,3,0,2,162,39,0,1,0,1,0,0,388,43,0,3
78,R,109,H RES 154,16-Mar-2005,2:42 PM,On Ordering the Previous Question,"Providing for consideration of the concurrent resolution (H. Con. Res. 95) establishing the congressional budget for the United States Government for fiscal year 2006, revising appropriate budgetary levels for fiscal year 2005, and setting forth appropriate budgetary levels for fiscal years 2007 through 2010",Passed,229,0,0,2,1,201,0,0,0,1,0,0,230,202,0,2
79,R,109,H RES 154,16-Mar-2005,2:51 PM,On Agreeing to the Resolution,"Providing for consideration of the concurrent resolution (H. Con. Res. 95) establishing the congressional budget for the United States Government for fiscal year 2006, revising appropriate budgetary levels for fiscal year 2005, and setting forth appropriate budgetary levels for fiscal years 2007 through 2010",Passed,227,0,0,4,1,195,0,6,0,1,0,0,228,196,0,10
80,R,109,H R 1270,16-Mar-2005,3:00 PM,On Motion to Suspend the Rules and Pass,To amend the Internal Revenue Code of 1986 to extend the Leaking Underground Storage Tank Trust Fund financing rate,Passed,228,1,0,2,202,0,0,0,1,0,0,0,431,1,0,2
81,R,109,H CON RES 98,16-Mar-2005,3:07 PM,On Motion to Suspend the Rules and Agree,Expressing the grave concern of Congress regarding the recent passage of the anti-secession law by the National People’s Congress of the People’s Republic of China,Passed,226,1,0,4,197,3,0,2,1,0,0,0,424,4,0,6
82,R,109,H CON RES 95,17-Mar-2005,11:33 AM,On Agreeing to the Amendment,None,Failed,3,218,0,10,176,24,0,2,1,0,0,0,180,242,0,12
83,R,109,H CON RES 95,17-Mar-2005,11:41 AM,On Agreeing to the Amendment,None,Failed,101,122,0,8,1,197,0,4,0,1,0,0,102,320,0,12
84,R,109,H CON RES 32,17-Mar-2005,11:59 AM,"On Motion to Suspend the Rules and Agree, as Amended",Expressing the grave concern of Congress regarding the occupation of the Republic of Lebanon by the Syrian Arab Republic,Passed,221,1,0,9,197,0,4,1,1,0,0,0,419,1,4,10
85,R,109,H CON RES 95,17-Mar-2005,1:28 PM,On Agreeing to the Amendment,None,Failed,1,225,1,4,132,67,2,1,1,0,0,0,134,292,3,5
86,R,109,H CON RES 95,17-Mar-2005,1:51 PM,On Motion that the Committee Rise,Congressional Budget for FY 2006,Failed,0,224,0,7,100,89,1,12,1,0,0,0,101,313,1,19
87,R,109,H CON RES 95,17-Mar-2005,3:15 PM,On Agreeing to the Amendment,None,Failed,0,228,0,3,164,36,1,1,1,0,0,0,165,264,1,4
88,R,109,H CON RES 95,17-Mar-2005,4:03 PM,On Agreeing to the Resolution,Congressional Budget for FY 2006,Passed,218,12,0,2,0,201,0,1,0,1,0,0,218,214,0,3
89,R,109,H CON RES 18,17-Mar-2005,4:21 PM,"On Motion to Suspend the Rules and Agree, as Amended",Expressing the grave concern of Congress regarding the continuing gross violations of human rights and civil liberties of the Syrian and Lebanese people by the Government of the Syrian Arab Republic,Passed,217,1,0,13,184,2,0,16,1,0,0,0,402,3,0,29
90,R,109,S 686,21-Mar-2005,12:45 AM,On Motion to Suspend the Rules and Pass,For the relief of the parents of Theresa Marie Schiavo,Passed,156,5,0,71,47,53,0,102,0,0,0,1,203,58,0,174
91,R,109,H RES 108,5-Apr-2005,6:55 PM,On Motion to Suspend the Rules and Agree,"Commemorating the life of the late Zurab Zhvania, Prime Minister of the Republic of Georgia",Passed,214,0,0,17,187,0,0,15,1,0,0,0,402,0,0,32
92,R,109,H RES 120,5-Apr-2005,7:04 PM,On Motion to Suspend the Rules and Agree,"Commending the outstanding efforts by members of the Armed Forces and civilian employees of the Department of State and USAID in response to the earthquake and tsunami of December 26, 2004",Passed,214,0,0,17,186,0,0,16,1,0,0,0,401,0,0,33
93,R,109,H CON RES 34,5-Apr-2005,7:22 PM,On Motion to Suspend the Rules and Agree,"Honoring the life and contributions of Yogi Bhajan, a leader of Sikhs, and expressing condolences to the Sikh community on his passing",Passed,215,0,0,16,189,0,1,12,1,0,0,0,405,0,1,28
94,R,109,H RES 190,6-Apr-2005,3:51 PM,On Agreeing to the Resolution,Honoring the life and achievements of His Holiness Pope John Paul II and expressing profound sorrow on his death,Passed,222,0,0,9,192,0,0,10,1,0,0,0,415,0,0,19
95,R,109,H RES 148,6-Apr-2005,4:00 PM,On Motion to Suspend the Rules and Agree,"Supporting the goals and ideals of Financial Literacy Month, and for other purposes",Passed,216,2,0,13,192,0,0,10,1,0,0,0,409,2,0,23
96,R,109,H R 135,12-Apr-2005,7:00 PM,On Motion to Suspend the Rules and Pass,To establish the “Twenty-First Century Water Commission” to study and develop recommendations for a comprehensive water strategy to address future water needs,Passed,204,22,0,5,197,0,0,5,1,0,0,0,402,22,0,10
97,R,109,H R 541,12-Apr-2005,7:17 PM,On Motion to Suspend the Rules and Pass,"To direct the Secretary of Agriculture to convey certain land to Lander County, Nevada, and the Secretary of the Interior to convey certain land to Eureka County, Nevada, for continued use as cemeteries",Passed,225,0,0,6,197,0,0,5,1,0,0,0,423,0,0,11
98,R,109,H R 1463,13-Apr-2005,2:03 PM,On Motion to Suspend the Rules and Pass,Justin W. Williams United States Attorney’s Building,Passed,227,0,0,4,199,0,0,3,1,0,0,0,427,0,0,7
99,R,109,H R 787,13-Apr-2005,2:11 PM,On Motion to Suspend the Rules and Pass,Robert T. Matsui United States Courthouse,Passed,225,0,0,6,200,0,0,2,1,0,0,0,426,0,0,8
100,R,109,H RES 202,13-Apr-2005,2:18 PM,On Ordering the Previous Question,Providing for consideration of the bill (H.R. 8) to make the repeal of the estate tax permanent,Passed,230,0,0,1,7,194,0,1,0,1,0,0,237,195,0,2
101,R,109,H R 8,13-Apr-2005,5:11 PM,On Agreeing to the Amendment,None,Failed,1,228,0,2,193,9,0,0,0,1,0,0,194,238,0,2
102,R,109,H R 8,13-Apr-2005,5:27 PM,On Passage,Death Tax Repeal Permanency Act,Passed,230,1,0,1,42,160,0,0,0,1,0,0,272,162,0,1
103,R,109,ADJOURN,14-Apr-2005,12:08 PM,On Motion to Adjourn,None,Failed,1,220,0,10,48,150,0,4,0,1,0,0,49,371,0,14
104,R,109,H RES 211,14-Apr-2005,12:53 PM,On Ordering the Previous Question,"Providing for consideration of the bill (S. 256) to amend title 11 of the United States Code, and for other purposes",Passed,227,0,0,4,0,198,0,4,0,1,0,0,227,199,0,8
105,R,109,H RES 211,14-Apr-2005,1:02 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (S. 256) to amend title 11 of the United States Code, and for other purposes",Passed,225,0,0,6,2,195,0,5,0,1,0,0,227,196,0,11
106,R,109,H RES 213,14-Apr-2005,1:34 PM,On Motion to Table the Resolution,A Resolution Raising a Question of the Privileges of the House,Passed,218,2,0,11,0,192,0,10,0,1,0,0,218,195,0,21
107,R,109,S 256,14-Apr-2005,3:29 PM,On Motion to Recommit with Instructions,Bankruptcy Abuse Prevention and Consumer Protection Act,Failed,1,228,0,3,198,1,0,3,1,0,0,0,200,229,0,6
108,R,109,S 256,14-Apr-2005,3:39 PM,On Passage,Bankruptcy Abuse Prevention and Consumer Protection Act,Passed,229,0,0,3,73,125,0,4,0,1,0,0,302,126,0,7
109,R,109,H R 683,19-Apr-2005,6:55 PM,"On Motion to Suspend the Rules and Pass, as Amended",Trademark Dilution Revision Act,Passed,220,3,0,8,190,5,0,7,1,0,0,0,411,8,0,15
110,R,109,H J RES 19,19-Apr-2005,7:06 PM,On Motion to Suspend the Rules and Pass,Providing for the appointment of Shirley Ann Jackson as a citizen regent of the Board of Regents of the Smithsonian Institution,Passed,222,0,0,9,194,0,0,8,1,0,0,0,417,0,0,17
111,R,109,H J RES 20,19-Apr-2005,7:23 PM,On Motion to Suspend the Rules and Pass,Providing for the appointment of Robert P. Kogod as a citizen regent of the Board of Regents of the Smithsonian Institution,Passed,222,0,0,9,190,0,0,12,0,0,0,1,412,0,0,22
112,R,109,H RES 219,20-Apr-2005,1:27 PM,On Consideration of the Resolution,"Providing for the Consideration of H.R. 6, Energy Policy Act of 2005",Passed,224,0,0,7,7,192,0,3,0,1,0,0,231,193,0,10
113,R,109,H CON RES 126,20-Apr-2005,1:37 PM,On Motion to Suspend the Rules and Agree,"Expressing the condolences and deepest sympathies of the Congress in the aftermath of the recent school shooting at Red Lake High School in Red Lake, Minnesota",Passed,224,0,0,7,199,0,0,3,1,0,0,0,424,0,0,10
114,R,109,H RES 208,20-Apr-2005,1:45 PM,"On Motion to Suspend the Rules and Agree, as Amended",Recognizing the University of Pittsburgh and Dr. Jonas Salk on the Fiftieth Anniversary of the Milestone Discovery of the Salk Polio Vaccine,Passed,223,0,0,8,198,0,0,4,1,0,0,0,422,0,0,12
115,R,109,H R 6,20-Apr-2005,9:20 PM,On Agreeing to the Amendment,None,Failed,15,215,0,1,166,33,0,3,1,0,0,0,182,248,0,4
116,R,109,H R 6,20-Apr-2005,9:26 PM,On Agreeing to the Amendment,None,Failed,12,214,0,5,173,25,0,4,1,0,0,0,186,239,0,9
117,R,109,H R 6,20-Apr-2005,9:34 PM,On Agreeing to the Amendment,None,Failed,18,210,0,3,147,52,0,3,1,0,0,0,166,262,0,6
118,R,109,H R 6,20-Apr-2005,9:41 PM,On Agreeing to the Amendment,None,Failed,4,226,0,1,165,33,0,4,1,0,0,0,170,259,0,5
119,R,109,H R 6,20-Apr-2005,9:48 PM,On Agreeing to the Amendment,None,Agreed to,189,41,0,1,70,130,0,2,0,1,0,0,259,172,0,3
120,R,109,H R 6,20-Apr-2005,9:56 PM,On Agreeing to the Amendment,None,Agreed to,225,5,0,1,121,79,0,2,0,1,0,0,346,85,0,3
121,R,109,H R 6,20-Apr-2005,10:02 PM,On Agreeing to the Amendment,None,Failed,36,194,0,1,140,60,0,2,1,0,0,0,177,254,0,3
122,R,109,H R 6,20-Apr-2005,10:09 PM,On Agreeing to the Amendment,None,Failed,29,201,0,1,170,30,0,2,1,0,0,0,200,231,0,3
123,R,109,H R 6,20-Apr-2005,10:17 PM,On Agreeing to the Amendment,None,Failed,6,224,0,1,181,19,0,2,1,0,0,0,188,243,0,3
124,R,109,H R 6,21-Apr-2005,12:22 PM,On Agreeing to the Amendment,None,Failed,24,202,0,5,179,23,0,0,1,0,0,0,204,225,0,5
125,R,109,H R 6,21-Apr-2005,12:41 PM,On Agreeing to the Amendment,None,Agreed to,45,181,0,5,193,9,0,0,1,0,0,0,239,190,0,5
126,R,109,H R 6,21-Apr-2005,1:33 PM,On Agreeing to the Amendment,None,Agreed to,102,126,0,3,199,2,0,1,1,0,0,0,302,128,0,4
127,R,109,H R 6,21-Apr-2005,3:53 PM,On Agreeing to the Amendment,None,Agreed to,68,161,0,2,190,10,0,2,1,0,0,0,259,171,0,4
128,R,109,H R 6,21-Apr-2005,4:01 PM,On Agreeing to the Amendment,None,Failed,29,200,0,2,173,27,0,2,1,0,0,0,203,227,0,4
129,R,109,H R 6,21-Apr-2005,4:10 PM,On Agreeing to the Motion to Strike,None,Failed,25,205,0,2,187,14,0,1,1,0,0,0,213,219,0,3
130,R,109,H R 6,21-Apr-2005,4:17 PM,On Agreeing to the Amendment,None,Failed,2,224,0,5,182,19,0,1,1,0,0,0,185,243,0,6
131,R,109,H R 6,21-Apr-2005,4:26 PM,On Agreeing to the Amendment,None,Failed,35,194,0,2,158,43,0,1,1,0,0,0,194,237,0,3
132,R,109,H R 6,21-Apr-2005,4:44 PM,On Passage,Energy Policy Act of 2005,Passed,208,22,0,2,41,160,0,1,0,1,0,0,249,183,0,3
133,R,109,H R 1268,26-Apr-2005,7:16 PM,On Motion to Instruct Conferees,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2005, and for other purposes",Passed,220,4,0,7,196,0,0,6,1,0,0,0,417,4,0,13
134,R,109,H CON RES 95,26-Apr-2005,7:34 PM,On Motion to Instruct Conferees,Congressional Budget for FY 2006,Passed,152,72,0,7,195,0,0,7,1,0,0,0,348,72,0,14
135,R,109,JOURNAL,27-Apr-2005,11:00 AM,On Approving the Journal,None,Passed,213,12,1,5,157,35,0,10,1,0,0,0,371,47,1,15
